taxa_id,taxa,taxa_short,lambda,med,mean,max
1,k__Archaea.p__Euryarchaeota,PHYLUM_Euryarchaeota,1.03269856732503,0.310873245244053,0.451264030654861,7.13924287691846
2,k__Bacteria.p__Actinobacteria,PHYLUM_Actinobacteria,NA,NA,NA,NA
3,k__Bacteria.p__Actinobacteria.c__Actinobacteria,CLASS_Actinobacteria,NA,NA,NA,NA
4,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales,ORDER_Actinomycetales,1.01238371201954,0.304757864439527,0.442876150897709,7.70291387974971
5,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae,FAMILY_Actinomycetaceae,1.0083368504241,0.303539637711,0.440895480946638,8.19232090747222
6,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__,FAMILY_Actinomycetaceae.g__Other,1.06532498994276,0.320551206875798,0.789885462335093,15.9545909533585
7,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Actinomyces,GENUS_Actinomyces,1.02190983005392,0.307625511710112,0.441678953807572,8.17759260137148
8,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Mobiluncus,GENUS_Mobiluncus,1.11826334560562,0.33662892450125,0.500172100195997,15.9545909533585
9,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Actinomycetaceae.g__Varibaculum,GENUS_Varibaculum,0.908334012478187,0.273405625545885,0.601348046999901,15.9545909533585
10,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Corynebacteriaceae,FAMILY_Corynebacteriaceae,1.02274206059201,0.307876038065385,0.451968158864952,8.55170189232153
11,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Actinomycetales.f__Micrococcaceae,FAMILY_Micrococcaceae,1.05426945574185,0.317366729690636,0.457541450527466,8.73149223225265
12,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales,ORDER_Bifidobacteriales,NA,NA,NA,NA
13,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__,FAMILY_Bifidobacteriaceae.g__Other,1.07375002985317,0.323230966830898,0.469910270208096,12.4233661467314
14,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Bifidobacterium,GENUS_Bifidobacterium,NA,NA,NA,NA
15,k__Bacteria.p__Actinobacteria.c__Actinobacteria.o__Bifidobacteriales.f__Bifidobacteriaceae.g__Scardovia,GENUS_Scardovia,1.08158017939338,0.325576128312683,0.483490771838741,15.9545909533585
16,k__Bacteria.p__Actinobacteria.c__Coriobacteriia,CLASS_Coriobacteriia,NA,NA,NA,NA
17,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__,FAMILY_Coriobacteriaceae.g__Other,NA,NA,NA,NA
18,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Adlercreutzia,GENUS_Adlercreutzia,0.995551822171026,0.299690960711413,0.436883820660798,7.02149673635189
19,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Atopobium,GENUS_Atopobium,1.02458992128553,0.308432299561943,0.446568767779821,12.0512824502176
20,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Collinsella,GENUS_Collinsella,1.03128842348135,0.310448749648906,0.446775894559615,10.3124549871299
21,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Eggerthella,GENUS_Eggerthella,1.1121503543019,0.334701439110328,0.538827799943329,15.9545909533585
22,k__Bacteria.p__Actinobacteria.c__Coriobacteriia.o__Coriobacteriales.f__Coriobacteriaceae.g__Slackia,GENUS_Slackia,1.03898721460143,0.3127663167064,0.455394307498579,8.64237955883782
